Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,CumulativeTime,GapToLeader
0 days 01:58:54.368000,BOR,5,0 days 00:01:25.119000,38.0,3.0,,,0 days 00:00:29.421000,0 days 00:00:17.884000,0 days 00:00:37.814000,0 days 01:57:58.744000,0 days 01:58:16.628000,0 days 01:58:54.442000,262.0,303.0,318.0,293.0,False,HARD,5.0,True,Audi,0 days 01:57:29.249000,2026-03-08 04:58:35.872,1,11.0,False,,False,True,85.119,2463.941,191.82799999999997
0 days 02:00:19.198000,BOR,5,0 days 00:01:24.830000,39.0,3.0,,,0 days 00:00:30.093000,0 days 00:00:18.191000,0 days 00:00:36.546000,0 days 01:59:24.535000,0 days 01:59:42.726000,0 days 02:00:19.272000,259.0,290.0,319.0,293.0,False,HARD,6.0,True,Audi,0 days 01:58:54.368000,2026-03-08 05:00:00.991,1,10.0,False,,False,True,84.83,2548.771,117.54600000000028
0 days 02:01:43.894000,BOR,5,0 days 00:01:24.696000,40.0,3.0,,,0 days 00:00:29.516000,0 days 00:00:18.522000,0 days 00:00:36.658000,0 days 02:00:48.788000,0 days 02:01:07.310000,0 days 02:01:43.968000,258.0,278.0,284.0,306.0,False,HARD,7.0,True,Audi,0 days 02:00:19.198000,2026-03-08 05:01:25.821,1,9.0,False,,False,True,84.696,2633.467,119.3119999999999
0 days 02:03:08.364000,BOR,5,0 days 00:01:24.470000,41.0,3.0,,,0 days 00:00:29.940000,0 days 00:00:18.115000,0 days 00:00:36.415000,0 days 02:02:13.908000,0 days 02:02:32.023000,0 days 02:03:08.438000,253.0,284.0,291.0,279.0,False,HARD,8.0,True,Audi,0 days 02:01:43.894000,2026-03-08 05:02:50.517,1,9.0,False,,False,True,84.47,2717.937,360.3800000000001
0 days 02:04:32.167000,BOR,5,0 days 00:01:23.803000,42.0,3.0,,,0 days 00:00:29.508000,0 days 00:00:17.946000,0 days 00:00:36.349000,0 days 02:03:37.946000,0 days 02:03:55.892000,0 days 02:04:32.241000,256.0,288.0,292.0,286.0,False,HARD,9.0,True,Audi,0 days 02:03:08.364000,2026-03-08 05:04:14.987,1,9.0,False,,False,True,83.803,2801.74,358.47599999999966
0 days 02:05:55.810000,BOR,5,0 days 00:01:23.643000,43.0,3.0,,,0 days 00:00:29.475000,0 days 00:00:17.879000,0 days 00:00:36.289000,0 days 02:05:01.716000,0 days 02:05:19.595000,0 days 02:05:55.884000,256.0,289.0,293.0,287.0,True,HARD,10.0,True,Audi,0 days 02:04:32.167000,2026-03-08 05:05:38.790,1,9.0,False,,False,True,83.643,2885.383,356.1999999999998
0 days 02:07:19.546000,BOR,5,0 days 00:01:23.736000,44.0,3.0,,,0 days 00:00:29.581000,0 days 00:00:17.856000,0 days 00:00:36.299000,0 days 02:06:25.465000,0 days 02:06:43.321000,0 days 02:07:19.620000,256.0,289.0,295.0,286.0,False,HARD,11.0,True,Audi,0 days 02:05:55.810000,2026-03-08 05:07:02.433,1,9.0,False,,False,True,83.736,2969.119,123.279
0 days 02:08:42.803000,BOR,5,0 days 00:01:23.257000,45.0,3.0,,,0 days 00:00:29.395000,0 days 00:00:17.800000,0 days 00:00:36.062000,0 days 02:07:49.015000,0 days 02:08:06.815000,0 days 02:08:42.877000,257.0,291.0,293.0,290.0,True,HARD,12.0,True,Audi,0 days 02:07:19.546000,2026-03-08 05:08:26.169,1,9.0,False,,False,True,83.257,3052.376,123.8710000000001
0 days 02:10:06.149000,BOR,5,0 days 00:01:23.346000,46.0,3.0,,,0 days 00:00:29.447000,0 days 00:00:17.774000,0 days 00:00:36.125000,0 days 02:09:12.324000,0 days 02:09:30.098000,0 days 02:10:06.223000,259.0,292.0,295.0,288.0,False,HARD,13.0,True,Audi,0 days 02:08:42.803000,2026-03-08 05:09:49.426,1,9.0,False,,False,True,83.346,3135.722,124.27200000000039
0 days 02:11:30.125000,BOR,5,0 days 00:01:23.976000,47.0,3.0,,,0 days 00:00:29.482000,0 days 00:00:17.841000,0 days 00:00:36.653000,0 days 02:10:35.705000,0 days 02:10:53.546000,0 days 02:11:30.199000,258.0,289.0,295.0,292.0,False,HARD,14.0,True,Audi,0 days 02:10:06.149000,2026-03-08 05:11:12.772,1,9.0,False,,False,True,83.976,3219.698,125.57099999999991
0 days 02:12:55.133000,BOR,5,0 days 00:01:25.008000,48.0,3.0,,,0 days 00:00:30.382000,0 days 00:00:17.891000,0 days 00:00:36.735000,0 days 02:12:00.581000,0 days 02:12:18.472000,0 days 02:12:55.207000,255.0,290.0,295.0,291.0,False,HARD,15.0,True,Audi,0 days 02:11:30.125000,2026-03-08 05:12:36.748,1,9.0,False,,False,True,85.008,3304.706,127.81500000000005
0 days 02:14:20.022000,BOR,5,0 days 00:01:24.889000,49.0,3.0,,,0 days 00:00:29.559000,0 days 00:00:17.870000,0 days 00:00:37.460000,0 days 02:13:24.766000,0 days 02:13:42.636000,0 days 02:14:20.096000,256.0,287.0,300.0,290.0,False,HARD,16.0,True,Audi,0 days 02:12:55.133000,2026-03-08 05:14:01.756,1,9.0,False,,False,True,84.889,3389.595,129.8689999999997
0 days 02:15:44.346000,BOR,5,0 days 00:01:24.324000,50.0,3.0,,,0 days 00:00:29.719000,0 days 00:00:17.835000,0 days 00:00:36.770000,0 days 02:14:49.815000,0 days 02:15:07.650000,0 days 02:15:44.420000,269.0,292.0,296.0,301.0,False,HARD,17.0,True,Audi,0 days 02:14:20.022000,2026-03-08 05:15:26.645,1,9.0,False,,False,True,84.324,3473.919,130.8829999999998
0 days 02:17:09.981000,BOR,5,0 days 00:01:25.635000,51.0,3.0,,,0 days 00:00:29.804000,0 days 00:00:18.319000,0 days 00:00:37.512000,0 days 02:16:14.224000,0 days 02:16:32.543000,0 days 02:17:10.055000,250.0,274.0,298.0,293.0,False,HARD,18.0,True,Audi,0 days 02:15:44.346000,2026-03-08 05:16:50.969,1,9.0,False,,False,True,85.635,3559.554,133.83500000000004
0 days 02:18:34.340000,BOR,5,0 days 00:01:24.359000,52.0,3.0,,,0 days 00:00:29.711000,0 days 00:00:17.927000,0 days 00:00:36.721000,0 days 02:17:39.766000,0 days 02:17:57.693000,0 days 02:18:34.414000,255.0,291.0,294.0,294.0,False,HARD,19.0,True,Audi,0 days 02:17:09.981000,2026-03-08 05:18:16.604,1,9.0,False,,False,True,84.359,3643.913,135.18600000000015
0 days 02:20:00.403000,BOR,5,0 days 00:01:26.063000,53.0,3.0,,,0 days 00:00:29.756000,0 days 00:00:17.889000,0 days 00:00:38.418000,0 days 02:19:04.170000,0 days 02:19:22.059000,0 days 02:20:00.477000,255.0,291.0,301.0,290.0,False,HARD,20.0,True,Audi,0 days 02:18:34.340000,2026-03-08 05:19:40.963,1,9.0,False,,False,True,86.063,3729.976,138.0840000000003
0 days 02:21:24.951000,BOR,5,0 days 00:01:24.548000,54.0,3.0,,,0 days 00:00:29.857000,0 days 00:00:17.721000,0 days 00:00:36.970000,0 days 02:20:30.334000,0 days 02:20:48.055000,0 days 02:21:25.025000,262.0,296.0,323.0,305.0,False,HARD,21.0,True,Audi,0 days 02:20:00.403000,2026-03-08 05:21:07.026,1,9.0,False,,False,True,84.548,3814.524,209.31500000000005
0 days 02:22:50.219000,BOR,5,0 days 00:01:25.268000,55.0,3.0,,,0 days 00:00:30.150000,0 days 00:00:17.991000,0 days 00:00:37.127000,0 days 02:21:55.175000,0 days 02:22:13.166000,0 days 02:22:50.293000,269.0,293.0,299.0,279.0,False,HARD,22.0,True,Audi,0 days 02:21:24.951000,2026-03-08 05:22:31.574,1,9.0,False,,False,True,85.268,3899.792,210.7739999999999
0 days 02:24:14.734000,BOR,5,0 days 00:01:24.515000,56.0,3.0,,,0 days 00:00:29.823000,0 days 00:00:17.878000,0 days 00:00:36.814000,0 days 02:23:20.116000,0 days 02:23:37.994000,0 days 02:24:14.808000,270.0,293.0,301.0,300.0,False,HARD,23.0,True,Audi,0 days 02:22:50.219000,2026-03-08 05:23:56.842,1,9.0,False,,False,True,84.515,3984.307,210.4659999999999
0 days 02:25:39.555000,BOR,5,0 days 00:01:24.821000,57.0,3.0,,,0 days 00:00:29.522000,0 days 00:00:18.166000,0 days 00:00:37.133000,0 days 02:24:44.330000,0 days 02:25:02.496000,0 days 02:25:39.629000,265.0,291.0,292.0,304.0,False,HARD,24.0,True,Audi,0 days 02:24:14.734000,2026-03-08 05:25:21.357,1,9.0,False,,False,True,84.821,4069.128,147.04300000000012
0 days 01:05:27.774000,SAI,55,0 days 00:01:27.980000,2.0,1.0,,,0 days 00:00:31.713000,0 days 00:00:18.211000,0 days 00:00:38.056000,0 days 01:04:31.561000,0 days 01:04:49.772000,0 days 01:05:27.828000,254.0,296.0,298.0,238.0,True,SOFT,2.0,True,Williams,0 days 01:03:59.794000,2026-03-08 04:05:06.417,1,14.0,False,,False,True,87.98,87.98,3.353999999999999
0 days 01:06:55.867000,SAI,55,0 days 00:01:28.093000,3.0,1.0,,,0 days 00:00:31.187000,0 days 00:00:18.048000,0 days 00:00:38.858000,0 days 01:05:59.015000,0 days 01:06:17.063000,0 days 01:06:55.921000,258.0,315.0,302.0,259.0,False,SOFT,3.0,True,Williams,0 days 01:05:27.774000,2026-03-08 04:06:34.397,1,15.0,False,,False,True,88.093,176.073,6.5730000000000075
0 days 01:08:23.083000,SAI,55,0 days 00:01:27.216000,4.0,1.0,,,0 days 00:00:30.511000,0 days 00:00:18.372000,0 days 00:00:38.333000,0 days 01:07:26.432000,0 days 01:07:44.804000,0 days 01:08:23.137000,258.0,311.0,298.0,270.0,True,SOFT,4.0,True,Williams,0 days 01:06:55.867000,2026-03-08 04:08:02.490,1,15.0,False,,False,True,87.216,263.289,8.722999999999985
0 days 01:09:50.594000,SAI,55,0 days 00:01:27.511000,5.0,1.0,,,0 days 00:00:30.419000,0 days 00:00:18.057000,0 days 00:00:39.035000,0 days 01:08:53.556000,0 days 01:09:11.613000,0 days 01:09:50.648000,260.0,303.0,301.0,281.0,False,SOFT,5.0,True,Williams,0 days 01:08:23.083000,2026-03-08 04:09:29.706,1,15.0,False,,False,True,87.511,350.8,11.732000000000028
0 days 01:11:17.466000,SAI,55,0 days 00:01:26.872000,6.0,1.0,,,0 days 00:00:30.787000,0 days 00:00:18.201000,0 days 00:00:37.884000,0 days 01:10:21.435000,0 days 01:10:39.636000,0 days 01:11:17.520000,256.0,320.0,286.0,273.0,True,SOFT,6.0,True,Williams,0 days 01:09:50.594000,2026-03-08 04:10:57.217,1,14.0,False,,False,True,86.872,437.672,92.137
0 days 01:12:43.164000,SAI,55,0 days 00:01:25.698000,7.0,1.0,,,0 days 00:00:30.022000,0 days 00:00:18.348000,0 days 00:00:37.328000,0 days 01:11:47.542000,0 days 01:12:05.890000,0 days 01:12:43.218000,263.0,304.0,286.0,285.0,True,SOFT,7.0,True,Williams,0 days 01:11:17.466000,2026-03-08 04:12:24.089,1,14.0,False,,False,True,85.698,523.37,92.75599999999997
0 days 01:14:08.597000,SAI,55,0 days 00:01:25.433000,8.0,1.0,,,0 days 00:00:30.051000,0 days 00:00:18.228000,0 days 00:00:37.154000,0 days 01:13:13.269000,0 days 01:13:31.497000,0 days 01:14:08.651000,264.0,305.0,293.0,286.0,True,SOFT,8.0,True,Williams,0 days 01:12:43.164000,2026-03-08 04:13:49.787,1,14.0,False,,False,True,85.433,608.803,93.22500000000002
0 days 01:15:34.423000,SAI,55,0 days 00:01:25.826000,9.0,1.0,,,0 days 00:00:29.997000,0 days 00:00:18.347000,0 days 00:00:37.482000,0 days 01:14:38.648000,0 days 01:14:56.995000,0 days 01:15:34.477000,263.0,304.0,292.0,294.0,False,SOFT,9.0,True,Williams,0 days 01:14:08.597000,2026-03-08 04:15:15.220,1,14.0,False,,False,True,85.826,694.629,93.61000000000001
0 days 01:17:00.625000,SAI,55,0 days 00:01:26.202000,10.0,1.0,,,0 days 00:00:30.638000,0 days 00:00:18.332000,0 days 00:00:37.232000,0 days 01:16:05.115000,0 days 01:16:23.447000,0 days 01:17:00.679000,263.0,303.0,293.0,292.0,False,SOFT,10.0,True,Williams,0 days 01:15:34.423000,2026-03-08 04:16:41.046,1,14.0,False,,False,True,86.202,780.831,93.14300000000003
0 days 01:23:57.651000,SAI,55,0 days 00:01:24.927000,14.0,2.0,,,0 days 00:00:29.998000,0 days 00:00:18.087000,0 days 00:00:36.842000,0 days 01:23:02.776000,0 days 01:23:20.863000,0 days 01:23:57.705000,264.0,306.0,298.0,290.0,True,HARD,3.0,True,Williams,0 days 01:22:32.724000,2026-03-08 04:23:39.347,1,13.0,False,,False,True,84.927,865.758,170.27100000000007
0 days 01:25:22.475000,SAI,55,0 days 00:01:24.824000,15.0,2.0,,,0 days 00:00:29.765000,0 days 00:00:18.155000,0 days 00:00:36.904000,0 days 01:24:27.470000,0 days 01:24:45.625000,0 days 01:25:22.529000,267.0,308.0,299.0,287.0,True,HARD,4.0,True,Williams,0 days 01:23:57.651000,2026-03-08 04:25:04.274,1,13.0,False,,False,True,84.824,950.582,169.495
0 days 01:26:47.415000,SAI,55,0 days 00:01:24.940000,16.0,2.0,,,0 days 00:00:29.783000,0 days 00:00:18.143000,0 days 00:00:37.014000,0 days 01:25:52.312000,0 days 01:26:10.455000,0 days 01:26:47.469000,263.0,303.0,296.0,294.0,False,HARD,5.0,True,Williams,0 days 01:25:22.475000,2026-03-08 04:26:29.098,1,12.0,False,,False,True,84.94,1035.522,168.5239999999999
0 days 01:28:12.566000,SAI,55,0 days 00:01:25.151000,17.0,2.0,,,0 days 00:00:29.860000,0 days 00:00:18.235000,0 days 00:00:37.056000,0 days 01:27:17.329000,0 days 01:27:35.564000,0 days 01:28:12.620000,265.0,300.0,290.0,288.0,False,HARD,6.0,True,Williams,0 days 01:26:47.415000,2026-03-08 04:27:54.038,1,12.0,False,,False,True,85.151,1120.673,167.96699999999998
0 days 01:33:10.860000,SAI,55,0 days 00:01:25.394000,20.0,2.0,,,0 days 00:00:29.948000,0 days 00:00:18.238000,0 days 00:00:37.208000,0 days 01:32:15.468000,0 days 01:32:33.706000,0 days 01:33:10.914000,263.0,299.0,294.0,289.0,False,HARD,9.0,True,Williams,0 days 01:31:45.466000,2026-03-08 04:32:52.089,1,12.0,False,,False,True,85.394,1206.067,168.02999999999997
0 days 01:34:36.269000,SAI,55,0 days 00:01:25.409000,21.0,2.0,,,0 days 00:00:29.886000,0 days 00:00:18.212000,0 days 00:00:37.311000,0 days 01:33:40.800000,0 days 01:33:59.012000,0 days 01:34:36.323000,266.0,307.0,290.0,290.0,False,HARD,10.0,True,Williams,0 days 01:33:10.860000,2026-03-08 04:34:17.483,1,12.0,False,,False,True,85.409,1291.476,196.54100000000017
0 days 01:36:01.639000,SAI,55,0 days 00:01:25.370000,22.0,2.0,,,0 days 00:00:30,0 days 00:00:18.143000,0 days 00:00:37.227000,0 days 01:35:06.323000,0 days 01:35:24.466000,0 days 01:36:01.693000,264.0,306.0,297.0,299.0,False,HARD,11.0,True,Williams,0 days 01:34:36.269000,2026-03-08 04:35:42.892,1,12.0,False,,False,True,85.37,1376.846,199.04899999999998
0 days 01:37:27.239000,SAI,55,0 days 00:01:25.600000,23.0,2.0,,,0 days 00:00:29.925000,0 days 00:00:18.230000,0 days 00:00:37.445000,0 days 01:36:31.618000,0 days 01:36:49.848000,0 days 01:37:27.293000,264.0,303.0,295.0,293.0,False,HARD,12.0,True,Williams,0 days 01:36:01.639000,2026-03-08 04:37:08.262,1,12.0,False,,False,True,85.6,1462.446,202.067
0 days 01:38:52.943000,SAI,55,0 days 00:01:25.704000,24.0,2.0,,,0 days 00:00:30.109000,0 days 00:00:18.234000,0 days 00:00:37.361000,0 days 01:37:57.402000,0 days 01:38:15.636000,0 days 01:38:52.997000,257.0,302.0,293.0,294.0,False,HARD,13.0,True,Williams,0 days 01:37:27.239000,2026-03-08 04:38:33.862,1,12.0,False,,False,True,85.704,1548.15,204.54899999999998
0 days 01:40:19.065000,SAI,55,0 days 00:01:26.122000,25.0,2.0,,,0 days 00:00:30.227000,0 days 00:00:18.286000,0 days 00:00:37.609000,0 days 01:39:23.224000,0 days 01:39:41.510000,0 days 01:40:19.119000,264.0,301.0,295.0,291.0,False,HARD,14.0,True,Williams,0 days 01:38:52.943000,2026-03-08 04:39:59.566,1,12.0,False,,False,True,86.122,1634.272,206.12599999999998
0 days 01:41:45.206000,SAI,55,0 days 00:01:26.141000,26.0,2.0,,,0 days 00:00:30.101000,0 days 00:00:18.471000,0 days 00:00:37.569000,0 days 01:40:49.220000,0 days 01:41:07.691000,0 days 01:41:45.260000,264.0,296.0,295.0,294.0,False,HARD,15.0,True,Williams,0 days 01:40:19.065000,2026-03-08 04:41:25.688,1,12.0,False,,False,True,86.141,1720.413,209.1289999999999
0 days 01:43:11.330000,SAI,55,0 days 00:01:26.124000,27.0,2.0,,,0 days 00:00:30.032000,0 days 00:00:18.344000,0 days 00:00:37.748000,0 days 01:42:15.292000,0 days 01:42:33.636000,0 days 01:43:11.384000,261.0,299.0,294.0,298.0,False,HARD,16.0,True,Williams,0 days 01:41:45.206000,2026-03-08 04:42:51.829,1,12.0,False,,False,True,86.124,1806.537,289.93000000000006
0 days 01:44:38.126000,SAI,55,0 days 00:01:26.796000,28.0,2.0,,,0 days 00:00:30.439000,0 days 00:00:18.438000,0 days 00:00:37.919000,0 days 01:43:41.823000,0 days 01:44:00.261000,0 days 01:44:38.180000,257.0,296.0,292.0,299.0,False,HARD,17.0,True,Williams,0 days 01:43:11.330000,2026-03-08 04:44:17.953,1,12.0,False,,False,True,86.796,1893.333,293.63700000000017
0 days 01:46:06.175000,SAI,55,0 days 00:01:28.049000,29.0,2.0,,,0 days 00:00:30.484000,0 days 00:00:18.443000,0 days 00:00:39.122000,0 days 01:45:08.664000,0 days 01:45:27.107000,0 days 01:46:06.229000,254.0,298.0,296.0,290.0,False,HARD,18.0,True,Williams,0 days 01:44:38.126000,2026-03-08 04:45:44.749,1,13.0,False,,False,True,88.049,1981.382,298.69900000000007
0 days 01:47:33.270000,SAI,55,0 days 00:01:27.095000,30.0,2.0,,,0 days 00:00:30.748000,0 days 00:00:18.308000,0 days 00:00:38.039000,0 days 01:46:36.977000,0 days 01:46:55.285000,0 days 01:47:33.324000,250.0,307.0,294.0,285.0,False,HARD,19.0,True,Williams,0 days 01:46:06.175000,2026-03-08 04:47:12.798,1,13.0,False,,False,True,87.095,2068.477,302.7679999999998
0 days 01:48:59.909000,SAI,55,0 days 00:01:26.639000,31.0,2.0,,,0 days 00:00:30.585000,0 days 00:00:18.197000,0 days 00:00:37.857000,0 days 01:48:03.909000,0 days 01:48:22.106000,0 days 01:48:59.963000,253.0,306.0,297.0,282.0,False,HARD,20.0,True,Williams,0 days 01:47:33.270000,2026-03-08 04:48:39.893,1,13.0,False,,False,True,86.639,2155.116,306.47299999999996
0 days 01:50:27.295000,SAI,55,0 days 00:01:27.386000,32.0,2.0,,,0 days 00:00:30.628000,0 days 00:00:18.361000,0 days 00:00:38.397000,0 days 01:49:30.591000,0 days 01:49:48.952000,0 days 01:50:27.349000,251.0,299.0,294.0,294.0,False,HARD,21.0,True,Williams,0 days 01:48:59.909000,2026-03-08 04:50:06.532,1,13.0,False,,False,True,87.386,2242.502,310.91200000000003
0 days 01:55:25.058000,SAI,55,0 days 00:01:24.881000,35.0,3.0,,,0 days 00:00:29.725000,0 days 00:00:18.120000,0 days 00:00:37.036000,0 days 01:54:29.956000,0 days 01:54:48.076000,0 days 01:55:25.112000,266.0,303.0,297.0,295.0,False,MEDIUM,2.0,True,Williams,0 days 01:54:00.177000,2026-03-08 04:55:06.800,1,15.0,False,,False,True,84.881,2327.383,229.07699999999977
0 days 01:56:49.862000,SAI,55,0 days 00:01:24.804000,36.0,3.0,,,0 days 00:00:29.914000,0 days 00:00:18.070000,0 days 00:00:36.820000,0 days 01:55:55.026000,0 days 01:56:13.096000,0 days 01:56:49.916000,262.0,305.0,300.0,293.0,True,MEDIUM,3.0,True,Williams,0 days 01:55:25.058000,2026-03-08 04:56:31.681,1,15.0,False,,False,True,84.804,2412.187,312.7640000000001
0 days 01:58:15.072000,SAI,55,0 days 00:01:25.210000,37.0,3.0,,,0 days 00:00:29.697000,0 days 00:00:18.099000,0 days 00:00:37.414000,0 days 01:57:19.613000,0 days 01:57:37.712000,0 days 01:58:15.126000,267.0,307.0,316.0,296.0,False,MEDIUM,4.0,True,Williams,0 days 01:56:49.862000,2026-03-08 04:57:56.485,1,15.0,False,,False,True,85.21,2497.397,311.654
0 days 01:59:42.277000,SAI,55,0 days 00:01:27.205000,38.0,3.0,,,0 days 00:00:30.364000,0 days 00:00:18.312000,0 days 00:00:38.529000,0 days 01:58:45.490000,0 days 01:59:03.802000,0 days 01:59:42.331000,253.0,311.0,299.0,282.0,False,MEDIUM,5.0,True,Williams,0 days 01:58:15.072000,2026-03-08 04:59:21.695,1,15.0,False,,False,True,87.205,2584.602,312.48900000000003
0 days 02:01:09.543000,SAI,55,0 days 00:01:27.266000,39.0,3.0,,,0 days 00:00:30.213000,0 days 00:00:17.830000,0 days 00:00:39.223000,0 days 02:00:12.544000,0 days 02:00:30.374000,0 days 02:01:09.597000,264.0,311.0,291.0,289.0,False,MEDIUM,6.0,True,Williams,0 days 01:59:42.277000,2026-03-08 05:00:48.900,1,15.0,False,,False,True,87.266,2671.868,240.64300000000003
0 days 02:02:35.765000,SAI,55,0 days 00:01:26.222000,40.0,3.0,,,0 days 00:00:30.490000,0 days 00:00:17.986000,0 days 00:00:37.746000,0 days 02:01:40.087000,0 days 02:01:58.073000,0 days 02:02:35.819000,267.0,313.0,310.0,286.0,False,MEDIUM,7.0,True,Williams,0 days 02:01:09.543000,2026-03-08 05:02:16.166,1,15.0,False,,False,True,86.222,2758.09,243.93499999999995
0 days 02:04:02.482000,SAI,55,0 days 00:01:26.717000,41.0,3.0,,,0 days 00:00:30.627000,0 days 00:00:17.963000,0 days 00:00:38.127000,0 days 02:03:06.446000,0 days 02:03:24.409000,0 days 02:04:02.536000,257.0,319.0,292.0,287.0,False,MEDIUM,8.0,True,Williams,0 days 02:02:35.765000,2026-03-08 05:03:42.388,1,15.0,False,,False,True,86.717,2844.807,487.25
0 days 02:05:27.843000,SAI,55,0 days 00:01:25.361000,42.0,3.0,,,0 days 00:00:30.050000,0 days 00:00:17.960000,0 days 00:00:37.351000,0 days 02:04:32.586000,0 days 02:04:50.546000,0 days 02:05:27.897000,260.0,312.0,293.0,286.0,False,MEDIUM,9.0,True,Williams,0 days 02:04:02.482000,2026-03-08 05:05:09.105,1,15.0,False,,False,True,85.361,2930.168,486.904
0 days 02:06:53.130000,SAI,55,0 days 00:01:25.287000,43.0,3.0,,,0 days 00:00:30.117000,0 days 00:00:17.882000,0 days 00:00:37.288000,0 days 02:05:58.014000,0 days 02:06:15.896000,0 days 02:06:53.184000,260.0,313.0,297.0,295.0,False,MEDIUM,10.0,True,Williams,0 days 02:05:27.843000,2026-03-08 05:06:34.466,1,15.0,False,,False,True,85.287,3015.455,486.27199999999993
0 days 02:08:18.659000,SAI,55,0 days 00:01:25.529000,44.0,3.0,,,0 days 00:00:30.218000,0 days 00:00:18.005000,0 days 00:00:37.306000,0 days 02:07:23.402000,0 days 02:07:41.407000,0 days 02:08:18.713000,259.0,309.0,298.0,303.0,False,MEDIUM,11.0,True,Williams,0 days 02:06:53.130000,2026-03-08 05:07:59.753,1,15.0,False,,False,True,85.529,3100.984,255.14399999999978
0 days 02:14:47.825000,SAI,55,0 days 00:01:24.977000,48.0,4.0,,,0 days 00:00:30.091000,0 days 00:00:18.142000,0 days 00:00:36.744000,0 days 02:13:52.993000,0 days 02:14:11.135000,0 days 02:14:47.879000,259.0,300.0,285.0,278.0,False,SOFT,3.0,True,Williams,0 days 02:13:22.848000,2026-03-08 05:14:29.471,1,15.0,False,,False,True,84.977,3185.961,9.069999999999709
0 days 02:16:11.747000,SAI,55,0 days 00:01:23.922000,49.0,4.0,,,0 days 00:00:29.343000,0 days 00:00:18.041000,0 days 00:00:36.538000,0 days 02:15:17.222000,0 days 02:15:35.263000,0 days 02:16:11.801000,267.0,300.0,291.0,293.0,True,SOFT,4.0,True,Williams,0 days 02:14:47.825000,2026-03-08 05:15:54.448,1,15.0,False,,False,True,83.922,3269.883,10.156999999999698
0 days 02:17:35.347000,SAI,55,0 days 00:01:23.600000,50.0,4.0,,,0 days 00:00:29.200000,0 days 00:00:17.936000,0 days 00:00:36.464000,0 days 02:16:41.001000,0 days 02:16:58.937000,0 days 02:17:35.401000,271.0,301.0,294.0,293.0,True,SOFT,5.0,True,Williams,0 days 02:16:11.747000,2026-03-08 05:17:18.370,1,15.0,False,,False,True,83.6,3353.483,10.447000000000116
0 days 02:18:59.217000,SAI,55,0 days 00:01:23.870000,51.0,4.0,,,0 days 00:00:29.442000,0 days 00:00:18.002000,0 days 00:00:36.426000,0 days 02:18:04.843000,0 days 02:18:22.845000,0 days 02:18:59.271000,268.0,302.0,297.0,290.0,False,SOFT,6.0,True,Williams,0 days 02:17:35.347000,2026-03-08 05:18:41.970,1,15.0,False,,False,True,83.87,3437.353,11.634000000000015
0 days 02:20:22.807000,SAI,55,0 days 00:01:23.590000,52.0,4.0,,,0 days 00:00:29.198000,0 days 00:00:18.018000,0 days 00:00:36.374000,0 days 02:19:28.469000,0 days 02:19:46.487000,0 days 02:20:22.861000,270.0,301.0,296.0,289.0,True,SOFT,7.0,True,Williams,0 days 02:18:59.217000,2026-03-08 05:20:05.840,1,15.0,False,,False,True,83.59,3520.943,12.21600000000035
0 days 02:23:15.034000,SAI,55,0 days 00:01:24.266000,54.0,4.0,,,0 days 00:00:29.358000,0 days 00:00:18.216000,0 days 00:00:36.692000,0 days 02:22:20.180000,0 days 02:22:38.396000,0 days 02:23:15.088000,271.0,296.0,292.0,291.0,False,SOFT,9.0,True,Williams,0 days 02:21:50.768000,2026-03-08 05:22:57.391,1,15.0,False,,False,True,84.266,3605.209,0.0
0 days 02:24:38.843000,SAI,55,0 days 00:01:23.809000,55.0,4.0,,,0 days 00:00:29.303000,0 days 00:00:18.121000,0 days 00:00:36.385000,0 days 02:23:44.391000,0 days 02:24:02.512000,0 days 02:24:38.897000,270.0,295.0,294.0,287.0,False,SOFT,10.0,True,Williams,0 days 02:23:15.034000,2026-03-08 05:24:21.657,1,15.0,False,,False,True,83.809,3689.018,0.0
0 days 02:26:03.666000,SAI,55,0 days 00:01:24.823000,56.0,4.0,,,0 days 00:00:29.171000,0 days 00:00:18.860000,0 days 00:00:36.792000,0 days 02:25:08.068000,0 days 02:25:26.928000,0 days 02:26:03.720000,272.0,300.0,295.0,293.0,False,SOFT,11.0,True,Williams,0 days 02:24:38.843000,2026-03-08 05:25:45.466,1,15.0,False,,False,True,84.823,3773.841,0.0
0 days 01:05:22.012000,HAD,6,0 days 00:01:25.987000,2.0,1.0,,,0 days 00:00:30.189000,0 days 00:00:18.684000,0 days 00:00:37.114000,0 days 01:04:26.316000,0 days 01:04:45,0 days 01:05:22.114000,239.0,275.0,306.0,301.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:03:56.025000,2026-03-08 04:05:02.648,1,4.0,False,,False,True,85.987,85.987,1.36099999999999
